IDK;NCTR;NCTN;ESC;OGTD;OGTT;OGTR;QNTN;SGTI;SGTT;PVCS;PVCR;PVCP;PVCJ;LDCT;LDCQ;LDCN;LDCU;LDCM;LDCZ;COLD;DTZG;DTZS;DTSI;DTSV;DTSF;DTSL;AUTN;ATBD;ATBR;MTC;MISU;MISL;MISP;MISD;MISN;DESO;NSC;STCD;STCC;CDGG;CMPD;CMPN;CMPE;FUR;GPDPX;GPDPY;MUNICIPIO;ID_NIL;NIL;WGS84_Y;WGS84_X;location
v5010-00308;3;2023699.0;R03/ Museo Poldi Pezzoli;oinochoe;Gruppo mediterraneo II. Forma 3;D.B. Harden , Catologue of the Greek and roman glass in the British Museum, London 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;;380 a.C.;ca.;280 a.C.;ca.;;;;vetro su nucleo friabile;cm;;;3,5;;"Vetro pressato su nucleo friabile di colore blu.
Labbro trilobato, collo cilindrico, corpo ovoidale, piede ad anello. Ansa a bastoncello impostata sul labbro e sul corpo.";;2009;ricomposto e integrato;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00056;3;2023453.0;R03/ Museo Poldi Pezzoli;vaso cantaroide;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;;450 a.C.;ca.;350 a.C.;ca.;;;;argilla/ a tornio;cm||;;;13,3||7,4;;"Argilla beige, vernice rosso-arancio. Cerchio sul fondo del piede.
Orlo arrotondato, labbro estroflesso, spalla obliqua, corpo piroforme; piede campanulato cavo. Anse a nastro rimontanti, impostate verticalmente sull'orlo e sul corpo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00079;3;2023476.0;R03/ Museo Poldi Pezzoli;hydria;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;terzo quarto;340 a.C.;ca.;320 a.C.;ca.;Officina del Pittore della Patera;Tardo Apulo;;argilla/ a tornio;cm||;;;14,5||11,8;;"Corpo ceramico nocciola rosato, vernice marrone-nera, ingobbio rosso. Sovraddipinture in bianco.

Labbro estroflesso e revoluto, collo a profilo concavo, spalla obliqua; corpo ovoide, piede a tromba. Ansa a nastro impostata sull'orlo e sul corpo; anse a bastoncello, le due laterali impostate orizzontalmente sul corpo e ritorte, quella verticale impostata sotto il labbro e sulla spalla. Fondo cavo.";;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00144;3;2023541.0;R03/ Museo Poldi Pezzoli;corazza anatomica/ parte anteriore;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;;399 a.C.;ca.;300 a.C.;ca.;;;;bronzo;cm;40;;;;"La placca, che arriva alle anche, presenta un'ampia scollatura intorno alle ascelle. Particolari anatomici ben disegnati: i capezzoli sono sovrapplicati e l'ombelicato indicato ad incisione. Il bordo della corazza nelle parta superiore e inferiore è ripiegato, ribattuto e profilato da linee incise: su ogni spalla è presente una cerniera di chiusura, duplicate sui lati; accanto ad ogni cerniera è fissato un anello mobile per i lacci di chiusura.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00185;3;2023581.0;R03/ Museo Poldi Pezzoli;cinturone;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV a.C./III a.C.;;399 a.C.;ca.;200 a.C.;ca.;;;;bronzo;cm;;;;30,8;"Lamina a nastro con bordi decorati da elementi sbalzati a rilievo e in successione; presenta ribattini distanziati.";;2009;frammentario;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00306;3;2023697.0;R03/ Museo Poldi Pezzoli;amphoriskos;Gruppo mediterraneo I. Forma 2;D.B. Harden , Catologue of the Greek and roman glass in the British Museum, London 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. V a.C.;seconda metà;450 a.C.;ca.;400 a.C.;ca.;;;;vetro su nucleo friabile;cm;;;2,8;;"Vetro pressato su nucleo friabile di colore blu.
Orlo piatto espanso, collo cilindrico, corpo piriforme. Anse a sezione circolare saldate sul collo e sulla spalla.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00282;3;2023673.0;R03/ Museo Poldi Pezzoli;anfora;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.;seconda metà;550 a.C.;ca.;500 a.C.;ca.;Pittore delle Linee rosse;;;ceramica;cm||;;;12,5||9;;"Corpo ceramico beige-rosato, vernice nera lucente, ingobbiatura arancio, sovraddipinture in bianco e paonazzo. Dettagli graffiti.
Labbro estroflesso a profilo arrotondato, collo cilindrico leggermente svasato verso la spalla arrotondata, corpo ovoide, piede a disco. Anse a triplice bastoncello impostate verticalmente sul collo e sulla spalla.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00242;3;2023636.0;R03/ Museo Poldi Pezzoli;spilla;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/II d.C.;;1d.C.;ca.;199 d.C.;ca.;;;;bronzo dorato e corniola;"cm; gr.";;;;2,4;Spilla di forma ovale all'interno della quale è incastonata una corniola;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00290;3;2023681.0;R03/ Museo Poldi Pezzoli;oinochoe trilobata a collo lungo;Forma Trendall 1;A.D. Trendall, South Italian Vase Painting, London 1966;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;metà;360 a.C.;ca.;340 a.C.;ca.;Officina del Pittore di Varrese;Medio Apulo;;ceramica;cm;;;11,8;;"Corpo ceramico rosato, vernice nera opaca, ingobbiatura rossastra. Sovraddipinture in bianco-giallo e paonazzo.
Labbro trilobato, orlo estroflesso arrotondato, collo concavo, spalle arrotondate, corpo globoso; piede campanulato con modanatura. Ansa a nastro tricostolata, sormontante, impostata sul labbro e sulla spalla.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00305;3;2023696.0;R03/ Museo Poldi Pezzoli;amphoriskos;Gruppo mediterraneo I. Forma 2;D.B. Harden , Catologue of the Greek and roman glass in the British Museum, London 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. V a.C.;seconda metà;450 a.C.;ca.;400 a.C.;ca.;;;;vetro su nucleo friabile;cm;;;2,6;;"Vetro pressato su nucleo friabile di colore blu.
Orlo piatto espanso, collo cilindrico, corpo piriforme. Anse a sezione circolare saldate sul collo e sulla spalla.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00287;3;2023678.0;R03/ Museo Poldi Pezzoli;coppa skyphoide;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. V a.C.;primo quarto;499 a.C.;ca.;475 a.C.;ca.;Gruppo di Haimon;;;ceramica;cm||cm;;;10,6||4;;"Corpo ceramico rosata, vernice nera lucente, ingobbiatura crema.
Labbro estroflesso, corpo ovoidale, fondo piano; anse a bastoncello impostate orizzontalmente e rivolte verso l'alto";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00279;3;2023670.0;R03/ Museo Poldi Pezzoli;vaso biconico;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VIII/VII a.C.;fine/inizio;730 a.C.;ca.;680 a.C.;ca.;;;;ceramica;cm||;;;17,5||10,1;;"Corpo ceramico beige chiaro con inclusi di medie dimensioni, ingobbiatura beige, decorazione a vernice rossa.

Labbro estroflesso, alto collo troncoconico che si allarga alla confluenza con la spalla, corpo globoso, piede a disco. Anse a bastoncello, arrotondate, impostate orizzontalmente sul corpo, rivolte verso l'alto.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00346;3;2023737.0;R03/ Museo Poldi Pezzoli;orecchino;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/V d.C.;;300 d.C.;ca.;499 d.C.;ca.;;;;oro;cm;;;;4,2;Orecchino ad anello con disco decorato a filigrana a giorno con motivo vegetale. Perimetro orlato da filo liscio.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00269;3;2023660.0;R03/ Museo Poldi Pezzoli;cucchiaio;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. II/III d.C.;;100 d.C.;ca.;299 d.C.;ca.;;;;argento;cm;;;9,3;15,8;Cucchiaio a lingula: il cucchiaio e il manico sono connessi mediante un elemento ricurvo, saldato posteriormente. Manico a sezione quadrangolare che si assottiglia all'estremità dove termina con un elemento a forma di melograno.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00260;3;2023651.0;R03/ Museo Poldi Pezzoli;raffio;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VI/IV a.C.;;599 a.C.;ca.;400 a.C.;ca.;;;;bronzo;cm;18,5;;2,8;33,5;Strumento a cinque punte ricurve, assotigliate verso l'estremità, saldate ad un anello appiattito. Impugnatura a sezione circolare decorata a cordone ritorto terminante in una parte conica cava, ornata da un anello.;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00230;3;2023624.0;R03/ Museo Poldi Pezzoli;collana;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. III a.C.;;299 a.C.;ca.;200 a.C.;ca.;;;;oro;cm;;;;3,7;"Catena a maglia doppia con terminali a protome leonina.
La maglia è costituita da una serie di elementi circolari schiacciati al centro e ripiegati su se stessi, agganciati l'uno all'altro, chiusi da terminali a protome leonina con elemento di raccordo troncoconico. Gancio costituito da un anello e un filo ripiegato ad uncino saldati alle due fauci dell'animale.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00340;3;2023731.0;R03/ Museo Poldi Pezzoli;statuetta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. II/III;;199 a.C.;ca.;299 d.C.;ca.;;;;bronzo;cm;;;;;"Statuetta di grifo seduta. Ha le zampe anteriori tese, coda ricurva, testa di rapace con orecchie aguzze; grandi ali spiegate.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00338;3;2023729.0;R03/ Museo Poldi Pezzoli;testa di elefante;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/II d.C.;;50 d.C.;ca.;199 d.C.;ca.;;;;bronzo;cm;1,5;;;3,5;"Testa di elefante con lunga proboscide, zanne e orecchie abbassate.
Sull'estremità della testa è presente un anello per sospensione, intorno al quale è ritorto un filo da cui parte una catenella costituita da filamenti intrecciati.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00323;3;2023714.0;R03/ Museo Poldi Pezzoli;coppa;forma Isings 44;C. Isings, Roman glass from dated finds, Groningen 1957;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/II d.C.;;50 d.C.;ca.;120 d.C.;ca.;;;;vetro soffiato;cm||;;;10||5,2;;"Vetro di colore verde chiaro.
Orloa cordoncino rientrante, vasca emisferica, piede ad anello, formato dalla parete stessa.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00328;3;2023719.0;R03/ Museo Poldi Pezzoli;coppa;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II d.C.;;100 d.C.;ca.;199 d.C.;ca.;;;;vetro soffiato;cm;;;;10,2;"Vetro di colore azzurro chiaro con bolle d'aria. Filamento azzurro chiaro applicato.
Orlo estroflesso e appiattito, vasca ovale, schiacciata all'orlo in due punti contrapposti. Fondo concavo.
Decorato con filamenti orizzontali sulla parete esterna.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00337;3;2023728.0;R03/ Museo Poldi Pezzoli;statua femminile/ braccio;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I/II d.C.;;50 d.C.;ca.;199 d.C.;ca.;;;;bronzo;cm;;;;34,8;"Avambraccio sinistro di statua femminile.
Ha mani affusolate con unghie indicate realisticamente atteggiate in movimento; l'anulare piegato porta un anello. Un altro anello decora la terza falange dell'indice.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00288;3;2023679.0;R03/ Museo Poldi Pezzoli;lekythos;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VI/V a.C.;fine/inizio;510 a.C.;ca.;480 a.C.;ca.;Krotala Group;;;ceramica;cm||cm;;;27||3,2;;"Corpo ceramico beige, vernice nera lucente, ingobbiatura rosa-arancio. Ritocchi paonazzi; dettagli graffiti.
Bocchello campanulato, collo cilindrico, spalla diritta, corpo ovoidale rastremato verso il basso, piede a disco.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00020;3;2023417.0;R03/ Museo Poldi Pezzoli;statuetta femminile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.||sec. III a.C.;fine/inizio||prima metà;330 a.C.||299;ca.||c.a.;270 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;5,4;;;;Figura femminile stante;;2009;ricomposto;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00315;3;2023706.0;R03/ Museo Poldi Pezzoli;bottiglia;Masks Type;E.M. Stern, The Toledo Museum of Art. Roman Mold-blown Glass, Toledo 1995;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I d.C.;metà;25 d.C.;ca.;75 d.C.;ca.;;;;vetro soffiato in stampo;cm;;;1,7;2,5;"Vetro di colore blu
Orlo ingrossato sbilenco, labbro espanso, collo cilindrico con strozzatura alla base, spalle oblique, corpo a sezione romboidale con costolatura all'estremità superiore e inferiore, piede ad anello.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00278;3;2023669.0;R03/ Museo Poldi Pezzoli;armilla;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VIII/VII a.C.;fine/inizio;730 a.C.;ca.;680 a.C.;ca.;;;;bronzo;cm;7,4;;;5,7;"Lamina piatta di forma anellare che si restringe verso l'esterno; le estremità sono piegate a ricciolo.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00280;3;2023671.0;R03/ Museo Poldi Pezzoli;anfora;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli||Collezioni d'arte del Museo Poldi Pezzoli;sec. VI a.C.;terzo quarto;540 a.C.;ca.;530 a.C.;ca.;Pittore dell'Altalena;;;ceramica/ tornitura;cm||;;;15,7||13,8;;"Corpo ceramico beige-rosa, vernice nera lucente, ingobbiatura arancio, sovraddipinture in bianco e paonazzo. Dettagli graffiti.
Labbro estroflesso a profilo concavo, collo cilindrico, spalla obliqua, corpo ovoide, piede troncoconico. Anse a bastoncello impostate verticalmente sul collo e sulla spalla.";L'anfora faceva parte del nucleo originario della collezione del conte Gian Giacomo Poldi Pezzoli, fondatore del Museo. Di argilla rosata è dipinta con vernice nera. La decorazione principale del vaso rappresenta due cavalli di profilo che si affrontano e, in basso, un guerriero caduto a terra. Il riquadro è limitato nella parte superiore da una fila di boccioli di loto pendenti, collegati da archetti intrecciati. Sull¿altro lato appare una quadriga vista di fronte, con l¿auriga in piedi al centro. Sopra il riquadro, è rappresentata una catena di palmette alternate a foglie L'anfora è stata ricomposta da alcuni frammenti e presenta qualche scheggiatura, ma nell'insieme, per la qualità della decorazione e per lo stato di conservazione, si può considerare uno dei pezzi migliori della collezione archeologica. E' assegnata al Pittore dell'Altalena, ceramografo attico a figure nere attivo poco prima della metà e nel terzo quarto del VI sec. a. C. All'autore, il cui nome deriva dall'altalena su cui si culla una fanciulla in una scena dipinta sull'anfora di Boston, Museum of Fine Arts, n. 98.918, sono assegnati oltre cento vasi, nella massima parte anfore.;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00285;3;2023676.0;R03/ Museo Poldi Pezzoli;kyathos;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.;ultimo quarto;525 a.C.;ca.;500 a.C.;ca.;Psiax;;;ceramica;cm;;;5;;"Corpo ceramico giallo-rosato, vernice nera lucente all'esterno (internamente opaca), ingobbiatura arancio-rosata, sovraddipinture in paonazzo. Dettagli graffiti.
Vasca troncoconica, piede a cercine separato dal corpo tramite un cordoncino; ansa a nastro sopraelevata ad orecchio; sulla parte superiore apice a forma di pigna da cui partono due cordoncini plastici. All'attacco dell'ansa alla vasca, applique a testa plastica di sileno a risparmio: sono indicati gli occhi, i sopraccigli, i riccioli e i baffi.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00259;3;2023650.0;R03/ Museo Poldi Pezzoli;gemma su anello neoclassico;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. V d.C.;;400 d.C.;ca.;499 d.C.;ca.;;;;argento dorato e corniola;;;;;;Gemma ovale incastonata in un anello neoclassico.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00286;3;2023677.0;R03/ Museo Poldi Pezzoli;kyathos;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.;fine;520 a.C.;ca.;500 a.C.;ca.;Gruppo del Vaticano G 57;;;ceramica;cm||;;;6,6||11,5;;"Corpo ceramico giallo-rosato, vernice nera lucente all'esterno (internamente opaca), ingobbiatura crema, sovraddipinture bianche e paonazzo. Dettagli graffiti.
Vasca troncoconica, piede ad anello arrotondato; ansa a nastro sopraelevata ad orecchio; sulla parte superiore apice a forma di pigna da cui partono due cordoncini plastici.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00249;3;2023641.0;R03/ Museo Poldi Pezzoli;statuetta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. V a.C.;;499 a.C.;ca.;400 a.C.;ca.;;;;bronzo;cm;;;;;"Figura maschile stante con la gamba sinsitra avanzata: ha braccia protese in avanti e tra le mani aperte stringe il disco. Il volto è girato verso destra, ha tratti ben indicati e pettinatura a calotta.
Posto su una base sagomata, con orlo perlinato.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00246;3;2023639.0;R03/ Museo Poldi Pezzoli;anello;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. III/IV d.C.;;200 d.C.;ca.;399 d.C.;ca.;;;;argento;cm;;;1,6;;Anello con verga larga a nastro e piastra centrale di forma rettangolare intagliata in negativo.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00268;3;2023659.0;R03/ Museo Poldi Pezzoli;cucchiaio;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. II/III d.C.;;100 d.C.;ca.;299 d.C.;ca.;;;;argento;cm;;;4;15;Cucchiaio a lingula: il cucchiaio e il manico sono connessi mediante un elemento ricurvo, saldato posteriormente. Manico a bastoncello si allarga all'estremità dove è tagliato obliquamente.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
